q_a,label
yeah i do but i think its just an excuse really cause they cant say it being sober,0
nope i dont so but a change is always good,0
hehe i think i know you real well =dd,0
im real =),0
i havent seen it yet =),0
no i dont,0
yes i do,0
yes i do necklace sometimes bracelet sometimes rings always earings always,0
yes i do 1 on each thumb 1 each on my pointers,0
yes i do lol,0
gabe are you rtying to tell me that that is your new porn star name .,0
when you find the right person in time it will,0
lol no its cool,0
i think its the same as msn and its free with 3g coverage,0
yes,0
thats is indeed what it means :d:d,0
yeh i think it can not hate but dispise,0
yes it can and it has happend when i love is said meaningfully and with emotion =d,0
no love dont hurt at all its the choice you make that hurt,0
yeh it dozz i think lol,0
i dont know i have no need to go to a hardware store the males inmy family do the hard work ill just cook or clean,0
lmao you geek,0
nope manual only ! !,0
nope ask me about 6 mths ago i prolly would have given you a different answer,0
yes as always,0
yeah sometimes or i just get a really sore head,0
like willy wonka and mary poppens lol dry ! ! ! ! lol,0
yeah thats weird i neva thought of that we had a family member that had cancer and we thought would die of cancer and she didnt she died of a heart attack crazzii,0
aww i havent seen him yet but i will go and look but if its still the old one then yes i do =d,0
lmao neva seen it sorry,0
sigh.....r was blah . when did i say that . what was my mood . must have been blah lmao,0
im not still holing on,0
i do have a look its a hik but then who knows these days,0
yeah i dont like it personally but it happens just shows ppls insecurities thats all,0
aww no i dont cause i am one o_0,0
yes dubai is a great p;lace to be right now actually and amillion dollers wow i might need some id konkie lol,0
chinese,0
thanks for having my back trebla ! lmfao...,0
ahh what is that,0
ill drift away when you dig a whole and burie yourself in it deal :d:d,0
my older sister miss communication on my end as peare yousual but ended in me ripping her shirt and her with my hair in her hands lmao was runny my poor dad lol,0
lol no,0
=) yeah im in love at the moment think about him daily wishing i was with him everyday withing we would do what we say we would right now but things are stopping that from happening its cool i love him he knows that right,0
lmao yes i have,0
no thank god im such a lil kidn when i get hurt lmao,0
no and never want to,0
spam .,0
no way im a geek like that,0
yeh kinda may be,0
no not yet,0
lmao no not at all,0
yes i used to have luch in china town only the best ever,0
:( yes she was 16,0
once and no not at all,0
wait are they the bombs that stink or are they stink bombs lol,0
yes he threw a brick threw the window cause i locked him out lol he had to pay for it,0
yeh,0
lmfao yes i have when i first learnt how to drive stick :d,0
hmm not that i can think of is it like biggest loser .,0
no soz never seen it.,0
no i have no desire to join the military,0
no i havent,0
not ew try sexy yumm he is all that and more :p vin diesel also mine yum yum yumok dont laugh but sonny bill is mad sexyyy,0
omg he was the lil ish i used to hang out with in otara lmfao ew lol yeh i love them all :( such a talented family they are that means you should know emily . young divas . and e ways let me know i was going to knock her out when smashproof performd at vibe ill tell you laters remind me lol,0
aww my life another one,0
hi 5,0
ahh maybe sumo chicken salad yummo,0
i really dont have one,0
96.1 or 104.1,0
cars =dd everyone knows that answer and a good holiday,0
jim beam and coke,0
yes i am on messenger always lol always find me there if im not here :),0
no you spam me first,0
lmao i know i thought you were being you again and cant spell lmao figs yeh i know what they are but aint eaten them,0
=) yes i am thank you,0
crosses fingers lmao wth for,0
hey lady just finished answering gabes question now heading over to yours to answeare your ones :d:d,0
lmao ill follow you to =dd,0
nah ahh if you subscribe before time then its free no matter what,0
jeez i dont know why you tell me that stuff anyway he is at home i think dunu call him you usually do anyway lmao well watev tell ur mum i said hii and ask your brother when my game is,0
answering fs questions well urs and e ways lol from a day ago:d:d,0
love them,0
no i wish i could i live in metro sydney,0
you lie i know why you dont want to be asked its ok,0
lmao its updating you just cant see it lol,0
kk,0
aww noo,0
i will in a sec,0
=( sorry i will tomorrow,0
=( tomorrow,0
id be the next mother mary,0
us of a,0
lol my work email program lol,0
oh my le lmao ima be there,0
ok let me do this its been g days now lol getting back to yah,0
i like them both,0
partaayy,0
come get me and take me home,0
chikety china chinese chicken lol sorry lol,0
pool noice,0
kk talk to you soonish,0
i cant =( im trying i guess fs really isnt that boring lol,0
yes you still havent spammed me so no spam unless you spam,0
=( its a pitty im at home doing this shizzle =( and youare yousually awake by now =( and im usually sleeping but i miss you and i cant sleep havent spoken to you alday for the past few days =( thanks,0
who two .,0
where are you going .,0
omg gurl that mr2 wants mine the rx7 wasnt mine either they belongd to mum and dad lol i had to learn alone cause they were to busy playing happy familys lol.. my nana came with me but she didntknow better lol she was olldd,0
gutter board all the way haha :( miss that bull rush tiggy wow wish i was 5 again,0
rawr rawr rawr rawr rawr rawr,0
lmao i think the expection for me in a marriage is as long as we both happy and our kids are healthy clothed and have a roof over their heads with a mum and dad that love them.. and if there is love between mum and dad then sex will ovsly be involved things should just fall into place so if things need to be fixed then im sure my husband will not ignor that.. lmao no i dont think you owned if you get married if your partner is going to have that attitude then they insecure and going to lead to a divorse so fast,0
who did you spam,0
yeh i was going to say tonga lmao ok,0
yeh i like it =),0
lmao your pushynezz lmao and you know what i mean,0
thank you :),0
lol yes now you just broke our chain lol,0
lol lonely it was now you just have to answer all my spam :p,0
hmm that was kinda mean huh but ok,0
aww lol,0
aw rissa is semi here for now,0
wth ur a dork you broke the chain already =(,0
salt and vinegar thank you and i dont know did i ba them man i betah get outa here soon lol,0
no i've always said thank you for things that i have brought or recieved,0
lol no i havent that i can member that is lol,0
lmfao yes you about 2-3 times now lol,0
yes but ill just say ur the first to tell me ok =d lol,0
its a long story but ill try and cut it down abit foare you my ex and i broke up he had the spare ket to my car that i thought i lost so one day i went to work came home late was dark and so on i unlocked my car and he was in the back keeping in mind though i hadnt spoken to him since we broke up so i had to climb to the passengers side of the car and he drove to his friends how that was also friends with my brother so his friend called my brother and told my brother that i was there to come and get me my brother did and they ended up fighting so on...,0
yes,0
lol ill ask him,0
no shes hasnt told me but if it were to happen id be happy i love kids =),0
slap and tickle comment .,0
lol used to watch it all the time after school,0
im here i was on messenger msgd you and nothing nada no reply =( pezz,0
goodnight miss you to be good ok,0
have fun cleaning im sure i will miss you to,0
no you havent but thank you =d,0
deal..,0
yes,0
lol ahh ill re answer this later lol,0
yes 12 times now emarried about 20 times lmao,0
lmao wow i never had the sex talk with my parents lmao ii think that was a good think well maybe i did i dont know all i was told is dont come home at 16 and tell me your pregnant lmao so what you think that was hehe,0
lmao no i always end up back in my bed at home some how =dd,0
=s i try not to but yeh i must admit i have cause she was at the time but all is forgiven not forgotten,0
nope lol,0
no i havent but im sure it was horrord,0
nope not at all,0
yes emotionally to make that person happy but ill neva let it show till im alone i guess,0
no i dont,0
yeh i do cant explain but you already know so i dont need the worl to know,0
kick him in the balls yes,0
yes but you would know home he is from home and away his name is angelo and he was sexxii soo sexxi so fly so tall omg lol ok it was great shared my brollie with him =dd,0
lmao i havent seen that one,0
lmao no i love talking i always have something to say i think lol,0
no i havent and i hope i never will have to,0
i havent given up on you maybe you've given up on me,0
i have but it never really left a scar,0
no i have never been in that situation before but even if i was id still force myself to eat it to be polite and suffer when i get home maybe,0
i dont eat donuts only from crispy creams and i dont go there muj lol,0
i dont think we have tiffanys here but i have given jewelery to someone as a gift yes,0
yes very hard there was more good in one that there was in the other there was everything i wanted in one that the other was yet to learn or discover..,0
no i havent i wish i had been though,0
no i havent,0
yes i have lol,0
lol no i havent and i dont wana be in that situation eva,0
havent been there before,0
lol ahh no,0
yeh and it suckd balls to,0
how would you like me to get it to him express post seen as he is half way around the world,0
no i havent lmao but ill try it just for the hell of it :p,0
whats ih t .,0
lmfao no i havent but aint it ment to be like corn beef you see i go for the real stuff not fake stuff like that :d:d,0
lmao no i havent,0
lmfao yup,0
yes i have only to wake and find it was nothing but a dream =(,0
hehe yeah those are awsum dreams if only the cages didnt raddle so loud lol,0
lol all the time,0
no but i have had a squirrel pig :d:d,0
i dream about you all the time baby,0
i cant remember lol,0
not that i can remember maybe its a memory id like to forget but im sure i havent lol,0
hmm yeah i have,0
no i havent and i cant imagine losing the one i love to anything or anyone,0
:( no but i herd thats a nice pie never tasted them before,0
lmao no maybe when i was toilet training,0
yeh kinda figures *looks at last question* lol,0
yes i have and most decisions that i made were for the best for me and my future we live and we learn,0
lmfao ima download it now before i leave for work then ill jump back online k,0
lol yes when i was younger and i tryed to replant them in my nannas garden lol,0
lmao i have to laugh at this cause its funny lmfao,0
no not that i can think of right now,0
like sarsperella,0
peaches and creamr i need it cause you know that i'm a fiend (thatz right)r gettin' freaky in my bentley limousiner it's even better when it's with ice creamr know what i mean,0
gmac you dork you know i lovee that show and you asking me if i seen it i dont get you sometimes lol,0
yes its no diff to economy in my opinion lol,0
no computers still in the shop i got my laptop yesterday though =d should get my computer back next week i hope,0
lmao cornball no tell me,0
nope,0
i have and you havent answerd then =(,0
no i havent i dont think =s,0
yes you already asked and i said nopes,0
lol everyday im still trying to figure that bit out,0
yes but they got used to him only cause he used to run the streets thats all was a huge deal to them,0
lol yes when i was on a chocolate binge lol and i sufferd but thats ok cause im never doing that again lol,0
i dont know ask her i know she said she was but i dont know why cause the guy shes talking to dont even come on here so i dont know and shes never online and e ways,0
i have been to the cook islands samoan nz and aust hawaii is nice so i hear id like to go there as well,0
spam spam,0
spam,0
yoour lucky too,0
haha thats cute when you seeing him next,0
he meaning who . and yes i will post err thing that comes through my inbox,0
cold frost,0
aww yeh lol i dont know im lost now,0
you sent this to me already lol,0
hey dude not much whats your number lol azns at the club im there cause im azn right .,0
okies yumm have some for me to i think i mite stay home tomorrow =( ill be back gots get stuff from the printer,0
yupp she is,0
hii im finally up to you lol,0
ima listen to it now,0
hey my no homo mother sister aunty uncle brother lol im playing msn games at the moment then ima get up an prolly wait foare you to get on if ou dont take your time that is :d miis you muj sorri for bailing batt died and then i was to tired to get up and charge it so i fell asleep :) wea emz u,0
hey hope you ok talk to you soon,0
hey nany no were just friends i haven been on here for a lil while so i hadnt had the chance to change it :) hope your good have an awsum day :d,0
yes he has,0
bedrock (feat. lloyd) lyricsr are young moneyr,0
egg,0
noice ill check it out,0
hey i miss you as well,0
lmao looks like i win log into mine if you want lol,0
im fine dont worrie about me im home today can i have my car back sisters ring boi over so no im home today,0
lol i think i did your net was dow i think i responded lol funi gurl you are how are you and e ways .,0
no id tell you if i was hiding lol ima holla at you in a min k,0
okies laters talk soon =d,0
hey wea have you been .,0
hello hello hello lol,0
hey gurl wat it do not online today .,0
coolies ill unfollow you then =d,0
hey im awsum thanks =) not doing much just answering questions then going to jump back on facebook and wait for my boii to get on =d.... aww ill come and spamledge you for abit before i head out c you soonish,0
my z zoo lander :d:d we played i won no match for me =d,0
kiss on the cheek and a thank you,0
wat up im getn there my love,0
hii :) how are you today .,0
hey im good time is 755am lol,0
wat it do baby boo lol,0
no im in a state that you put me in lmao thanks work me up and then push me off the cliff lol,0
hey =) going to work now talk to you later ok,0
hey my trouble maker how ish you,0
oi oi oi lmfao ok i will just done yours dam took half a day to do lol immbe hitting you up soonish k mwahs,0
hey im ok chilling killing passing time just got to work not long ago so yeah trying to leave right now =) how emz you .,0
yes im indeed......and thank you how are you .,0
yeh you should be lil lady,0
awws i felt you so i woke up and im here =d missed you to,0
im trebla welcome back too formspring :),0
hm ditch me on messenger huh,0
dats cool talk laters,0
hii kow mista flintstone whos making your bed rock today,0
thats cool im home today dont forget,0
hi mista im talking to you right now :d:d,0
hoii lady emz good thank you better now i talked to my boii =dd wbu how emz you . doing better now you not drooling all oveare your pillow lmao kidn sorry lady,0
:d:d imm good thank you mwahs,0
hey im shay ill spam you if you spam me =),0
hii my buddie =d,0
i gave it to you already lol,0
lol ! ! ! ! yes im chinese im not in melb so if you fly to sydney then maybe ilk just have to get my permission slip signed deal,0
hii miss you to,0
lmao ok chill out,0
hey wat you doing,0
:d:d well im not online tomorrow so you should have gone mista :d:d,0
i agree hmmm,0
omg yeh i thought i been on it for like 2hrs but i have only been on it for mins,0
they say highway but we still call it motorway,0
always conversate with myself yes i do :),0
herd its good got a friend there have to travel a distance to get to local stores,0
lmao you geek yeah yeah wateva,0
woot woot lmao,0
lmfao he is like 5 haha and his dad was a dealer lmfao,0
hmm i changing my name to rubble lol kidn yeh i know it says your msgs came through 49 mins ago now it says 2 mins lol,0
i dont start till 8 but i get in at around 7.10am,0
lol yeh its cool i kinda did the same but i have lost touch with spamming =,0
aww no you got in trouble lol,0
lmfao deal call me when youland :p no wait you have to come to sydney before perth so you know what you going to miss out on whenyou get to perth lol jokes,0
ill have a milo plzz and tim tams :d:d thank you ompa,0
lmao i dont kill them you fool they just die or ppl send them places without my knowledge lol,0
i was dreaming i cant member wat about i think the flow of a river i have no idea but yes lmao ( catch my drift) lmao holy wata dork lmao,0
i love questions lol,0
yeah...,0
hot pink yum sexy,0
mm maybe if i hear it then yes,0
san fran frisco lmao,0
well im ok i just got on here so yeah been on msn alday just not there really today was cruzie i think,0
could be better,0
hii king how are you . im good thanks you =d,0
im good thank you how are you =d,0
imz good thank you how emz u,0
busy busy tired ahh yeah,0
i have never been threatened from what i can remember lol,0
huge that big no joke,0
lol how funny are you well to answeare your question im not sure dont eat mellons :d:d but i know there big,0
huge lol,0
lol abu ever watch aladin his monkey abu lmao i hope thats his name,0
its like nz in australia lol for real,0
lol ask him maybe take up modeling,0
wish i new =( where are you .,0
aww i so didnt but you took ur time so i had to leave without you =d no neva just hurry and cute your sexxii louf over here already,0
lmao i posted it on err ones page lmao i was listening to it at the time and tought it was a cool song so yeh =dd,0
well it must be dangerous cause i aint there lmao,0
for me tell me hows it gonna be do you see yourself self on the low low till your friends go so tell me how deep is you love for me,0
ahh long,0
aw i can member what i did thats how good it was lmao you know im kidn right i was talking to will most of the weekend was good,0
zoowill gave it to me,0
lmao aliens from outta space lmao you should no that lmao,0
aww ahahaha thats funny i have you to sing old mac donald to them haha aww cuteness,0
personally i dont mind,0
with the ones i love the ones i love most all just laughing,0
interracial relationships i have no problem with them at all i dont think a person dates someone cause of the colour of their skin i think they look more at personality and how they treat each other. my parents are the same as to why i have that view we are all equal no race culture or skin colour is better than the other =),0
love it always good before and after the real deal,0
lmfao such a homo id tell you to get out slam the door lmao,0
lmao fb fs msn yahoo answers lmao why you bord .,0
when they dote around you :),0
by telling them lol,0
fried good old kfc lol,0
working sleeping talking o_0 =d,0
i know how you feel =),0
i dont i steal them lol,0
wow good question im not sure ill re ask you this question,0
half way around the world if thats where love is =),0
id go the extra mile for sumone i have just met if it led me to that =),0
haha was awsum weekend awsum ppl awsum company alrounder was awsum wbu .,0
well seen as it has just begun i think it maybe busy will see =s,0
my day is beginning no work today till wednesday im cheering kinda,0
i dont need alcohol to make choice for me,0
like 3 hrs,0
as long as i make you wait,0
not long up at 4.30am shower for half hr min depends how cold it is lol get out get dressed cause clothes are ready the night before after getting dressed i do my hair and come downstairs jump online talk to mista before work then head off to work jump back online and thats pretty muj it :),0
since 97-98,0
jjust below my shoulders,0
a second but you have to know where to look lick touch or suck lol good luck,0
i dont have a phone no more =( but my house fone is full,0
lmao i dont work out sill lmao,0
lmao on the cheek count . lol,0
5 hrs at the most i think,0
lately not nuff,0
at least 9,0
i dont play video games but in sept im looking to get final fantacy for the laptop,0
0 kids i want 3 kids,0
4,0
3 or 4,0
hmm one sister has 5 kids all boysr another has 3 girlsr another has a girl and a boyr another has 4 girlsr the rest are waiting till they get married lmfao like ehmm,0
mine are real and i end up with 4000 plus points still =),0
y ! a formspring meebo ebuddy lol which has aim msn and yahoo on them :d,0
21 i think,0
i like i have like 15 now im not sure =/ i havent unfollowed anyone im about to though but thats my secret =d,0
um 2469 but need 31 more to get to level 4 help a sister out :p,0
most of my contacts and yahoo answers and facebook contacts,0
as many as you wana send me lol,0
only 20 max i think,0
i have 6 sisters and 7 brothers and only 1 blood sister,0
omg i have many sooo many and sooo not funny,0
i dont have any even though err one says how can you not have any i really dont,0
i had 25 this morning i think yeah 25,0
ahh hmm a few times for different things like not eating dehydration silly things aww and when my sister decided she wanted to climb over the rail and i followed her and fell and hit my head lmao it was funny,0
to many to count,0
i dont think there really is a time or an amount lol if you want it you do it if its available,0
2 cant you see lol adjust your lens abit :p,0
ahh 2 and you .,0
not materialistic at all,0
lmfao more than you thats for sure lmfao,0
well not muj now i used to spend so muj money on that stuff when i was 18-22 dont regret it though made me learn and grow to be the person i am now,0
we talk lots now on fb and msn when im on msn that is =),0
i know you love me alot you tell me everydau you leave me cute offlines for when i wake up in the morning =) u2665,0
its a kinda a big deal seen as i have just made a come back,0
my allowence when i was younger was 100 a week at first they were saying that was way to muj for me now im their investment lol,0
even if i had alot of money id stil want to work for social reasons lol,0
not muj really where i am thank god i hate being in a rush and being stopped or slowed down by road works,0
never to muj shopping,0
lmao when i was 16 i used to ear a single bar and be so hypo and red cordial so funny not any more not sweet tooth person really any more only at times,0
lol i dont drink whisky like scotch im more a bourban girl vodka maybe,0
i know how nice you are cause i know you,0
are you chinese lmfao about a million times lmfao,0
not so often any more,0
only after the gym,0
every week sometimes unless i go and get acrylics done,0
i eat at home home cooked is the best,0
well we used to go easter and christmas now i only make christams cause i do have a life lol jokes i hate driving for long,0
all the time everyday usually but at the moment im using my cell until they test my line :(,0
im in a skirt err day even in winter and its blue =d,0
not muj id perfer home cooked meals,0
well if i had it then i would wash it but seen as i got the pik from google nardas,0
well id wana spend lots of alone time with you dont have to be going out on dates alot just chilling together is good with me,0
im 23 i think lol no forreallies in 23,0
im 23 i told you already cant ask the same questions overand over thats cheating lol,0
i was 12 and it was wine mozel i think and it was gross turned me off wine altogether,0
im religious to a point lol,0
my life story is great had a good life good experiences also some bad but i live to be happy and to make people happy =),0
well depends who im flirting with o_0 say it was you well you my bestie so you know me and i dont think it would be labled as flirting lol,0
0 no sex life at all so sad lmao,0
i think im 5'6 5.5 5.4 lol,0
5'5 i think =s i dont knw,0
lol 5'5 i told you yesterday lol,0
lmao scott you dork,0
thats sooo true cause without you then where would you be lol i know i confussed myself,0
still on it im chilling in my room trying to talk to will but he making me mad right now soo ima log out soon,0
and the chik from aussie land that came to work,0
kiwis (new zealand) chill awsum lol,0
sexual sensual passionate mind blowing =),0
something simple like a walk on the broadwalk in the sunset,0
willzzie <3,0
send me that personality link and id tell you lol,0
crazii sexxii cute,0
wow id be a lost cause music makes the world go roundr r,0
its never a good thing to cheat i think its just an easy way out of a relationship,0
i dont know havent talked to him this morning dont know where he is gone he is disappeard again,0
shizzle didnt now you were online lol goo thank you and u,0
emz good about to head out the door soon going to work then ill be on later,0
lmao thats a lie i hope its not though lol,0
who knows who jade is should i look hmm,0
ahh cool,0
and i care causeee,0
ill call you superman =p,0
aw i was already listening to that lol,0
i better like it lmao,0
yeah mean to dance to yeehh boii,0
omg lmao you and ur spam,0
thats sum real deep stuff huh,0
mean songr r,0
is it spam lmao,0
aw thank you i was looking for it but couldnt find it,0
lmao thats funni,0
lmao spam ! ! not with spam ! ! lol,0
lmao ill look later,0
emz good how emz you,0
hhmm i get your traffic mate hehe,0
yeh i got your demanding email this morning lmfao ahaha yes p;s is my secret love affair lol,0
aww aint he done yet .,0
yay i bet you won't but insurance wat you wana no about it lol private health insurance get take out of ur nominated account if you want it like that you choose what kinda coveare you want oare you can go on the medicare plan oare you can have both i don't know the difference except medicare is free,0
why are you sad im the sad one,0
lol try it ill race you,0
so you think mistas sexy as well huh,0
well i know that in san franfrisco :d:d its 2.44pm and in canada its 5.44pm :d,0
im here but your not are you ok,0
lol ! ! go ahead,0
what the sx haha wat a joke,0
yay ill spam you soon cause im good like that hey you home now right .,0
lmfao brian shup would you you dont mean that i know lol your funny and yeah ill try have a good day will c thanks for asking cause i still aint answerd your yesterdays questions lol,0
im not going no where i told you,0
i know you you,0
cant member,0
lmao whatd you get,0
soak in the hot tub,0
you have some for me .,0
aw no wat happen,0
aw no so moodyness tonight betah not be ill be mad,0
i logd out trebla i told you i was going :( i didnt respond so i logd out,0
lmfao shup fool i saw you right on top of me lol homo and spam you egg,0
wat you mean,0
well thank you once again for the spamledge <<shays word its been trade marked so dont try and steal it =d,0
:) and im not mad at you either,0
yeh i answerd those ones with gmacs ones,0
well yes so you have just told me that i have an ocd so then its me all me lol,0
ahaha always,0
omg why not well i like it and you can't change it lol jeez i dint say and e thing about ur pik i still smild and went about my as peare yousual lol (the one before dis one) lol,0
i know i kinda figured that,0
its not we still gon be talking,0
yum i dont i mix it with lemonade,0
yes forest gump it isnt lmfao,0
lmao yeh you told me that how funny and it was a dress up party right . lol,0
lmao thats gross vodka's on lol,0
im glad you did lol,0
okies,0
i dont like bikes :( but i do like rice :),0
lmao aw im hungry come cook for me plz,0
aww thats sweet lol aw send me that chq how many is that now holy time to go to dubai is it =d lmao,0
yeh they crap and you tried to convince me to get one wth lmao still waiting foare yours though so when you ready lmao,0
no going to nite ride to cold and plus i will be working the next day so no and i need to somw new tyres put on where you guys going anyways,0
go wee then sori,0
thanks you,0
aww so sad coz he dont like you :( he dates gurls with a personality and an identity hmm hope you didnt hurt urself we you fell :d,0
lmao idk haha hey iv neva said i dont know to ur questions so stop yelling at me,0
lolz. jezz you brush ur teeth hehe=),0
aww brandon you hurt my feelings now you hate me =( lmao well you think your sexxiia than i but thank you =) i think its your turn to spamledge me cause im all outa stuff....r are sigh....r are i guess you took my title away from me for now are we ready for round 2 of our spamledge .,0
lucky i deactivated that feature cause they went straight to spam and e ways lol so i got nuff stuff from yahoo answers didnt need fs to add to it lol,0
congrats i have 150 or so to get to level 5,0
lmao another one im starting to wounder where you getting these million doller checks from now lol,0
aww i ask alot of stoopid ones just look at my questions on ya lol like can you cry under water lol was funny stoopid,0
ok i didnt see them maybe fs hasnt updated,0
omg yeh i cant do that lol i have my cell phone and thats nuff for me lol,0
lol well lukie im just answering questions and not asking them lol,0
*hugs* yes they did not frozing no more thats another shay word leave it alone ok,0
some how i dont think thats true but if we turn anon off thenn they will have a problem lol,0
ill skype you lmao how about that lmao yeh yeh yeh ill do that today jeez you impatient dont say i dont do nothing foare you lmao,0
thank you i shell be visiting you shortly,0
thank you moo you to,0
yeh lady my weekend was awsum,0
cool with who how and why lol,0
hii :d:d,0
shizzle i hate that error thing,0
i dont know cause all her songs are re made thats why lol i know lets get it on now lol,0
wow ppl these days =( so muj drama lmao,0
must mean something what you think,0
=d its awsum right i know you like but you faild to send it to me but thats ok,0
i like kids yup,0
no you love kiwis lmao you said so,0
cool,0
nicee,0
thank you i like your glasses,0
i try to :d that got sent to me by mista i think its nice something i should live by :d:d,0
aww cool so you 19-20 right .,0
=o thats so weird always 923 maybe the batter rees are dead and its set on that lmao,0
i hope you didnt eat them =(,0
lol i named my car spongebob and had bob and patrick sitting on the dash board lol funny,0
gota love your bff's lol,0
lalu to moo lol,0
lmao wow clarissas not gona be happy you stole that lol stay outta trouble always am outa trouble... and you be good and be safe and you stay out of trouble ok :d,0
miss you always love you no homo and hurry bak lol wait i se uu lmao,0
lmao i love me to shay from shay,0
ess ach aye why is madly inlove why dont ask me i dont even know crzy sexy cool :d:d,0
lmao i love you i love you i lovee uuu,0
i love you as well :d,0
my um wat choose ur words carefully =/,0
whats that why send that to me .,0
wth wea you going with dis .,0
mish you tooz,0
i missd you too,0
lol ill spam you yes when i get the chance =) im barely here unless will is lol,0
lol yes i am lol,0
say goodbye,0
i have herd something similar and i agree,0
lmao you are way to multi talented lol i can only do one at a time and talk on the fone hehe im good like that,0
no ill call you and show you its batter ree lmao,0
write dont post and ill try and not post them lmfao,0
oii oii oii lol,0
no you didnt you said dont get the newer mods cause they are crap lol aw i dont know ill look and re visit your page :d,0
omg no shit i saw a pink dog you know the ones that look like cats hmm what are they friggn called ahhh *thinks* chu was wa hmm dont think thats how you spell but but you catch my drift right lol,0
lol they prolly imported stuff fiji no joke cause we in a drought kinda lol,0
yes what did you see today .,0
yay you admitted you need me lol i know fs is gay and im tird jump on seems lik you da only one that loves me today :),0
aw i didnt get it,0
lmao then you didnt start the first you twisted fire starter lmao,0
lol no idea i dont think he was angry just testing you thats all lol,0
stopping what drinking go foare you life you only live one time,0
ahh not with the gurls although they were there lol,0
hmm nite,0
you should would be fun hehe big miss thang too,0
yay i hope you are lol cause im trying to make a come back of the worst spammer on fs lmao your now a victim well when i do get the chance to spam =),0
i think you should go what have you got to lose . hell be happy if you went with him suprised him in a cute lil outfit =p sorry garth lol,0
yeh it is cause you out at sea,0
omg you know last month stoopid ppl were jumping infront of the trains omg that was annoying im like just run themover lol,0
omg you speaking another language,0
the mystary is now history :d:d,0
aw hey my king =) im glad you came by to say hii how are you .,0
lol thank you for dropping by lol wilma i am and fred he is,0
yeh he is mah baby =d,0
holy did you drink it or leave it as a display item,0
and im sure he appriciates it thank you :),0
yay one foare you and you had one for me right,0
i u2665 you yes i cheated and i c;p so shoot me lol,0
lol no i never had it done to me at all,0
aww no i woke at 2 lol,0
skyline r34 again =d,0
i wana fly like a martian lol,0
a skyline r34 sexxii,0
loving from my boii,0
vodka =p always does the trick lol,0
aw yes i will,0
i want some sex on the beach right now,0
re send it im not posting it,0
all of them lol im devoted always lol *ehm* really the only questions i enjoyed asking i check lol,0
no thats still dirty you missed a spot,0
thats good to hear,0
i know you told me you have fun .,0
=( i know me to would have been fun you wouldnt have ended up with that hikie lmao aww,0
pain makes you stronger as a person also makes you put alot of barriers up but for the best changes you as a person and helps you see situations from a diff prospective,0
aww he is cute kiss his lil eye for me,0
lmao wow thats a first i think lol wait i know its coming this is way to good to be true lol,0
wow you know how to kill a gurls dreams now dont you i dont like the look of the 90s i wanted a 2003 one >(,0
hey kingy how if you =),0
sigh... we are going to talk about this ok,0
your most welcome lady anytime =d,0
kool kool,0
i finished it,0
thank you ill reture the favour when i answer the rest of my spam from 2 days ago =d,0
lol 3.40pm and good luck with that one but its easy so yes get back nite nite,0
lmfao i agree you a dork,0
yes we have milo here :d:d :s yes i have eaten it from the tin i put it in the biggest glass i could find and fill the milo to the top and watch what now ! ! lol,0
ill ba you then lol,0
wish i was to,0
lol see you soon cartoon :p,0
i know =( i got you offline hope you bring me something back =d,0
is that food omg dont use fancy food words with me lmao,0
aaradhna aw gurl i have many scribe sumtimes lol smashproof yeh boii j williams yeh boi and tyson tyler yeh boii pretty muj anyone that produces a nice beat,0
why not you said you wanted to go so i left you in peace,0
lmfao aww thats cute he is has a lil admira well thats ok lady/dude o_o im sure he can make his own decisions for himself and yes i know he is sexxi =d thanks for noticing =dd,0
lol i know ebuddy sux today i couldnt get on by cell either lol,0
ok well im not here for long im answering a few and im out,0
ahahahaha well lets see what mista has to say about that one lol,0
almond gold are the bestest cadbury roasted almonds,0
hmm im not really a lollie eater i love chocolate what gurl dont i say but jaffers are still my number one and peanut slabs,0
im here now im trying to work but i cant =( motivation please,0
u,0
smoothy =d,0
where is that sounds so fimiliar,0
cause ur a geek lol,0
just a faze for sum career for others,0
no theres first aid for that stuff like wrapping a bandage or something around the outside of the bite to stop the venom from spreading through out the body,0
hopefully my baby boii if not the aircon man lol,0
id take the chance if it ever popd up,0
rashays nothing to over the top,0
i couldnt accept anything from anyone else but id go with you if you wanted to go,0
i would care cause im caring like that,0
i would be cause you are apart of my life now,0
yeah love is patience right =),0
itll make me sad but the worlds full of hate so i should be used to it right .,0
lmao i know lol you geek,0
id call the cops and report it stolen :p,0
play wii but ill prolly fall asleep cause id be tired lol,0
love is always a happy thing so yes i will be happy =),0
of course i would what would be ur reason for not wanting to talk no more,0
yes i would miss the deep convos and the music :p,0
lmao i know that one link me haha,0
lmfao ! ! ! ! ! ! ! i wana be lala shes so cute pos kinda scary dont you think lol,0
friendly yes,0
ahh no id rather not i dont bat for that team =),0
aw your really sweet,0
a dose of shayzzie and ull be hooked lol omg my cockyness i wounder where i got that from lmao,0
hand it in cause im honest like that =p,0
id laugh and do nothing with them,0
no i wouldnt it took lots to get to where i am at now and i wouldnt change it for nothing,0
well it wouldnt be my darkest if anyone knew about it,0
id forgive but wont forget it,0
shays already got you =d,0
what you mean if i ate lmao duck braised sweet sour duck,0
not the whole time i was there id be sick,0
